"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
35,"2014-01-09","MIA","@","NYK","L",1,"41:25",12,17,0.71,1,4,0.25,7,11,0.64,0,5,5,6,1,1,6,2,32,23.9,"Lebron James","Regular Season"
36,"2014-01-10","MIA","@","BRK","L",1,"49:22",12,21,0.57,2,5,0.4,10,12,0.83,3,4,7,5,0,0,4,6,36,25.7,"Lebron James","Regular Season"
37,"2014-01-15","MIA","@","WAS","L",1,"41:04",8,18,0.44,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9,"Lebron James","Regular Season"
38,"2014-01-17","MIA","@","PHI","W",1,"36:31",7,13,0.54,0,1,0,7,8,0.88,1,7,8,10,2,1,3,3,21,22.6,"Lebron James","Regular Season"
39,"2014-01-18","MIA","@","CHA","W",1,"44:52",13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7,"Lebron James","Regular Season"
40,"2014-01-20","MIA","@","ATL","L",1,"38:43",11,21,0.52,3,7,0.43,5,8,0.62,1,3,4,6,1,0,3,1,30,21.9,"Lebron James","Regular Season"
41,"2014-01-21","MIA","","BOS","W",1,"38:48",10,19,0.53,0,4,0,9,11,0.82,1,7,8,4,2,0,3,1,29,23.1,"Lebron James","Regular Season"
42,"2014-01-23","MIA","","LAL","W",1,"37:18",9,15,0.6,2,4,0.5,7,13,0.54,2,11,13,6,1,0,5,1,27,22.2,"Lebron James","Regular Season"
43,"2014-01-26","MIA","","SAS","W",1,"27:43",8,15,0.53,1,3,0.33,1,1,1,0,7,7,6,1,0,4,4,18,12.4,"Lebron James","Regular Season"
44,"2014-01-29","MIA","","OKC","L",1,"42:10",12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8,"Lebron James","Regular Season"
45,"2014-02-01","MIA","@","NYK","W",1,"39:06",13,22,0.59,1,3,0.33,3,6,0.5,1,7,8,7,6,0,2,3,30,29.1,"Lebron James","Regular Season"
46,"2014-02-03","MIA","","DET","W",1,"38:19",9,19,0.47,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,26,"Lebron James","Regular Season"
47,"2014-02-05","MIA","@","LAC","W",1,"40:47",11,20,0.55,3,7,0.43,6,8,0.75,1,7,8,12,3,1,7,2,31,27.7,"Lebron James","Regular Season"
48,"2014-02-08","MIA","@","UTA","L",1,"39:21",4,13,0.31,1,6,0.17,4,6,0.67,0,7,7,5,0,0,5,2,13,4.5,"Lebron James","Regular Season"
49,"2014-02-11","MIA","@","PHO","W",1,"40:59",12,22,0.55,2,5,0.4,11,14,0.79,1,8,9,3,5,0,4,2,37,30.6,"Lebron James","Regular Season"
50,"2014-02-12","MIA","@","GSW","W",1,"42:16",14,26,0.54,4,8,0.5,4,7,0.57,1,12,13,9,2,0,2,1,36,32.4,"Lebron James","Regular Season"
51,"2014-02-18","MIA","@","DAL","W",1,"38:28",16,23,0.7,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,37.4,"Lebron James","Regular Season"
52,"2014-02-20","MIA","@","OKC","W",1,"33:24",15,22,0.68,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,22.6,"Lebron James","Regular Season"
53,"2014-02-27","MIA","","NYK","W",1,"36:38",13,19,0.68,1,2,0.5,4,6,0.67,0,4,4,4,0,0,1,0,31,25.1,"Lebron James","Regular Season"
54,"2014-03-01","MIA","","ORL","W",1,"31:13",8,12,0.67,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,24,"Lebron James","Regular Season"
55,"2014-03-03","MIA","","CHA","W",1,"41:12",22,33,0.67,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,48.8,"Lebron James","Regular Season"
56,"2014-03-04","MIA","@","HOU","L",1,"36:38",9,18,0.5,0,3,0,4,6,0.67,1,0,1,6,3,0,1,1,22,18.7,"Lebron James","Regular Season"
57,"2014-03-06","MIA","@","SAS","L",1,"38:04",6,18,0.33,0,3,0,7,9,0.78,3,5,8,7,2,0,5,5,19,11.5,"Lebron James","Regular Season"
58,"2014-03-09","MIA","@","CHI","L",1,"45:19",8,23,0.35,1,3,0.33,0,0,NA,1,8,9,8,3,1,4,1,17,12.1,"Lebron James","Regular Season"
59,"2014-03-10","MIA","","WAS","W",1,"36:45",10,15,0.67,3,4,0.75,0,0,NA,2,5,7,8,3,0,3,3,23,23.8,"Lebron James","Regular Season"
60,"2014-03-12","MIA","","BRK","L",1,"38:03",6,13,0.46,1,4,0.25,6,9,0.67,0,5,5,7,3,0,5,1,19,15.1,"Lebron James","Regular Season"
61,"2014-03-14","MIA","","DEN","L",1,"39:50",8,17,0.47,0,4,0,5,7,0.71,0,6,6,6,1,0,4,3,21,13.3,"Lebron James","Regular Season"
62,"2014-03-16","MIA","","HOU","W",1,"42:52",8,17,0.47,1,3,0.33,7,8,0.88,0,5,5,6,2,0,5,3,24,16.4,"Lebron James","Regular Season"
63,"2014-03-18","MIA","@","CLE","W",1,"41:40",14,19,0.74,6,8,0.75,9,13,0.69,0,6,6,4,2,3,0,1,43,42,"Lebron James","Regular Season"
64,"2014-03-21","MIA","","MEM","W",1,"38:01",7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4,"Lebron James","Regular Season"
65,"2014-03-22","MIA","@","NOP","L",1,"41:59",10,18,0.56,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,22.8,"Lebron James","Regular Season"
66,"2014-03-24","MIA","","POR","W",1,"38:22",13,23,0.57,0,1,0,6,9,0.67,4,2,6,5,4,0,5,2,32,25,"Lebron James","Regular Season"
67,"2014-03-26","MIA","@","IND","L",1,"43:24",11,19,0.58,2,6,0.33,14,15,0.93,0,8,8,5,0,0,6,3,38,27.4,"Lebron James","Regular Season"
68,"2014-03-28","MIA","@","DET","W",1,"29:46",7,13,0.54,1,3,0.33,2,2,1,2,8,10,12,1,0,1,0,17,22.9,"Lebron James","Regular Season"
69,"2014-03-29","MIA","@","MIL","W",1,"30:03",5,10,0.5,1,3,0.33,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1,"Lebron James","Regular Season"
70,"2014-03-31","MIA","","TOR","W",1,"38:53",11,20,0.55,1,6,0.17,9,11,0.82,0,7,7,8,1,0,6,2,32,23.5,"Lebron James","Regular Season"
71,"2014-04-02","MIA","","MIL","W",1,"29:21",7,12,0.58,1,3,0.33,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7,"Lebron James","Regular Season"
72,"2014-04-04","MIA","","MIN","L",1,"47:57",12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6,"Lebron James","Regular Season"
73,"2014-04-06","MIA","","NYK","W",1,"42:47",13,22,0.59,3,7,0.43,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3,"Lebron James","Regular Season"
74,"2014-04-08","MIA","","BRK","L",1,"37:08",9,16,0.56,0,3,0,11,14,0.79,1,9,10,6,2,0,3,0,29,26.8,"Lebron James","Regular Season"
75,"2014-04-09","MIA","@","MEM","L",1,"41:22",14,23,0.61,3,5,0.6,6,7,0.86,1,5,6,5,2,0,5,1,37,28.4,"Lebron James","Regular Season"
76,"2014-04-11","MIA","","IND","W",1,"34:52",11,20,0.55,2,4,0.5,12,13,0.92,1,5,6,1,1,1,2,1,36,28.2,"Lebron James","Regular Season"
77,"2014-04-12","MIA","@","ATL","L",1,"37:21",10,22,0.45,3,7,0.43,4,8,0.5,3,5,8,5,0,1,3,2,27,18,"Lebron James","Regular Season"
1,"2014-10-30","CLE","","NYK","L",1,"43:14",5,15,0.33,1,5,0.2,6,7,0.86,0,5,5,4,0,0,8,3,17,3.2,"Lebron James","Regular Season"
2,"2014-10-31","CLE","@","CHI","W",1,"41:40",14,30,0.47,1,3,0.33,7,9,0.78,1,7,8,5,4,1,3,1,36,27.4,"Lebron James","Regular Season"
3,"2014-11-04","CLE","@","POR","L",1,"34:56",4,12,0.33,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,"Lebron James","Regular Season"
4,"2014-11-05","CLE","@","UTA","L",1,"42:02",8,18,0.44,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,"Lebron James","Regular Season"
5,"2014-11-07","CLE","@","DEN","W",1,"39:38",8,18,0.44,1,5,0.2,5,6,0.83,0,7,7,11,1,1,3,1,22,20.3,"Lebron James","Regular Season"
6,"2014-11-10","CLE","","NOP","W",1,"40:26",9,17,0.53,1,3,0.33,13,17,0.76,2,9,11,9,1,1,4,1,32,29.8,"Lebron James","Regular Season"
7,"2014-11-14","CLE","@","BOS","W",1,"40:51",16,27,0.59,3,8,0.38,6,9,0.67,0,4,4,7,0,1,3,4,41,29.5,"Lebron James","Regular Season"
8,"2014-11-15","CLE","","ATL","W",1,"28:54",13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,"Lebron James","Regular Season"
9,"2014-11-17","CLE","","DEN","L",1,"40:34",8,18,0.44,1,4,0.25,5,7,0.71,0,9,9,5,0,2,4,2,22,14.6,"Lebron James","Regular Season"
10,"2014-11-19","CLE","","SAS","L",1,"34:06",6,17,0.35,2,3,0.67,1,1,1,3,3,6,9,1,1,5,3,15,10.3,"Lebron James","Regular Season"
11,"2014-11-21","CLE","@","WAS","L",1,"39:02",8,21,0.38,2,7,0.29,4,7,0.57,3,1,4,4,1,1,3,0,22,13.2,"Lebron James","Regular Season"
12,"2014-11-22","CLE","","TOR","L",1,"37:17",6,12,0.5,1,4,0.25,2,3,0.67,0,1,1,10,1,1,5,2,15,11.8,"Lebron James","Regular Season"
13,"2014-11-24","CLE","","ORL","W",1,"31:00",9,17,0.53,2,4,0.5,9,11,0.82,1,3,4,11,3,0,1,0,29,31.2,"Lebron James","Regular Season"
14,"2014-11-26","CLE","","WAS","W",1,"36:05",7,14,0.5,1,5,0.2,14,17,0.82,1,9,10,8,3,0,4,3,29,27.6,"Lebron James","Regular Season"
15,"2014-11-29","CLE","","IND","W",1,"31:44",9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,"Lebron James","Regular Season"
16,"2014-12-02","CLE","","MIL","W",1,"41:05",6,15,0.4,0,4,0,14,21,0.67,1,4,5,10,0,0,7,1,26,16.6,"Lebron James","Regular Season"
17,"2014-12-04","CLE","@","NYK","W",1,"39:31",7,17,0.41,1,6,0.17,4,7,0.57,1,4,5,12,2,0,4,2,19,16.2,"Lebron James","Regular Season"
18,"2014-12-05","CLE","@","TOR","W",1,"42:27",9,18,0.5,2,4,0.5,4,6,0.67,0,7,7,13,3,1,4,2,24,24.3,"Lebron James","Regular Season"
19,"2014-12-08","CLE","@","BRK","W",1,"33:54",8,17,0.47,1,3,0.33,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,"Lebron James","Regular Season"
20,"2014-12-09","CLE","","TOR","W",1,"41:53",12,21,0.57,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,"Lebron James","Regular Season"
21,"2014-12-12","CLE","@","NOP","L",1,"37:37",17,24,0.71,2,2,1,5,8,0.62,0,5,5,5,0,1,2,1,41,33.1,"Lebron James","Regular Season"
22,"2014-12-15","CLE","","CHO","W",1,"40:18",11,19,0.58,2,3,0.67,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,"Lebron James","Regular Season"
23,"2014-12-17","CLE","","ATL","L",1,"29:02",8,16,0.5,0,2,0,5,7,0.71,0,3,3,2,2,0,2,0,21,14.5,"Lebron James","Regular Season"
24,"2014-12-19","CLE","","BRK","W",1,"39:56",7,18,0.39,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,"Lebron James","Regular Season"
25,"2014-12-21","CLE","","MEM","W",1,"37:33",9,15,0.6,3,5,0.6,4,6,0.67,0,1,1,11,0,1,5,1,25,20.6,"Lebron James","Regular Season"
26,"2014-12-23","CLE","","MIN","W",1,"34:38",8,16,0.5,4,7,0.57,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,"Lebron James","Regular Season"
27,"2014-12-25","CLE","@","MIA","L",1,"40:02",9,16,0.56,2,8,0.25,10,18,0.56,0,4,4,8,0,0,4,1,30,21.6,"Lebron James","Regular Season"
28,"2014-12-26","CLE","@","ORL","W",1,"36:56",10,20,0.5,0,5,0,9,11,0.82,0,5,5,8,2,2,4,1,29,24.3,"Lebron James","Regular Season"
29,"2014-12-28","CLE","","DET","L",1,"31:51",5,19,0.26,2,6,0.33,5,5,1,1,9,10,7,1,0,7,3,17,6.8,"Lebron James","Regular Season"
30,"2015-01-13","CLE","@","PHO","L",1,"36:41",11,18,0.61,3,8,0.38,8,13,0.62,1,6,7,5,1,0,5,3,33,23.6,"Lebron James","Regular Season"
31,"2015-01-15","CLE","@","LAL","W",1,"38:02",12,23,0.52,4,9,0.44,8,13,0.62,1,3,4,5,2,0,1,2,36,28,"Lebron James","Regular Season"
32,"2015-01-16","CLE","@","LAC","W",1,"42:29",11,23,0.48,3,8,0.38,7,12,0.58,0,11,11,7,3,0,9,4,32,18.9,"Lebron James","Regular Season"
33,"2015-01-19","CLE","","CHI","W",1,"36:16",12,23,0.52,0,3,0,2,3,0.67,1,4,5,4,0,0,6,4,26,11.4,"Lebron James","Regular Season"
34,"2015-01-21","CLE","","UTA","W",1,"35:45",8,16,0.5,0,2,0,10,14,0.71,2,5,7,9,4,0,7,0,26,22.6,"Lebron James","Regular Season"
35,"2015-01-23","CLE","","CHO","W",1,"26:37",9,15,0.6,2,4,0.5,5,6,0.83,1,5,6,9,4,1,2,1,25,28.5,"Lebron James","Regular Season"
36,"2015-01-25","CLE","","OKC","W",1,"38:35",11,25,0.44,2,6,0.33,10,13,0.77,0,7,7,5,1,2,2,1,34,25.3,"Lebron James","Regular Season"
37,"2015-01-27","CLE","@","DET","W",1,"35:56",11,24,0.46,0,4,0,10,11,0.91,0,6,6,7,1,0,4,3,32,21.7,"Lebron James","Regular Season"
38,"2015-01-30","CLE","","SAC","W",1,"33:04",7,16,0.44,1,4,0.25,4,6,0.67,0,3,3,7,4,2,6,1,19,14.6,"Lebron James","Regular Season"
39,"2015-01-31","CLE","@","MIN","W",1,"39:45",14,25,0.56,3,8,0.38,5,8,0.62,3,3,6,5,0,1,2,1,36,27.7,"Lebron James","Regular Season"
40,"2015-02-02","CLE","","PHI","W",1,"35:51",6,17,0.35,1,4,0.25,5,6,0.83,0,3,3,11,2,0,6,2,18,11.9,"Lebron James","Regular Season"
41,"2015-02-05","CLE","","LAC","W",1,"27:47",8,14,0.57,1,2,0.5,6,7,0.86,0,3,3,9,1,0,2,0,23,22.2,"Lebron James","Regular Season"
42,"2015-02-06","CLE","@","IND","L",1,"38:34",10,21,0.48,0,4,0,5,8,0.62,0,6,6,5,2,1,7,3,25,12.9,"Lebron James","Regular Season"
43,"2015-02-08","CLE","","LAL","W",1,"30:11",8,16,0.5,2,7,0.29,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,"Lebron James","Regular Season"
44,"2015-02-11","CLE","","MIA","W",1,"31:27",6,16,0.38,0,4,0,6,7,0.86,0,9,9,7,1,0,5,2,18,11.6,"Lebron James","Regular Season"
45,"2015-02-12","CLE","@","CHI","L",1,"34:14",12,26,0.46,2,9,0.22,5,6,0.83,0,5,5,4,0,0,8,3,31,12.3,"Lebron James","Regular Season"
46,"2015-02-20","CLE","@","WAS","W",1,"25:07",12,21,0.57,3,5,0.6,1,3,0.33,0,5,5,6,1,0,2,3,28,20.8,"Lebron James","Regular Season"
47,"2015-02-22","CLE","@","NYK","W",1,"27:55",7,17,0.41,1,6,0.17,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,"Lebron James","Regular Season"
48,"2015-02-24","CLE","@","DET","W",1,"39:03",6,14,0.43,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,"Lebron James","Regular Season"
49,"2015-02-26","CLE","","GSW","W",1,"36:12",15,25,0.6,4,9,0.44,8,11,0.73,1,10,11,5,3,1,6,5,42,32.2,"Lebron James","Regular Season"
50,"2015-03-01","CLE","@","HOU","L",1,"42:06",15,35,0.43,4,12,0.33,3,11,0.27,2,6,8,4,3,3,4,4,37,20.8,"Lebron James","Regular Season"
51,"2015-03-03","CLE","","BOS","W",1,"25:35",12,23,0.52,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,"Lebron James","Regular Season"
52,"2015-03-04","CLE","@","TOR","W",1,"37:27",9,16,0.56,3,6,0.5,8,13,0.62,1,5,6,14,0,0,3,2,29,27.6,"Lebron James","Regular Season"
53,"2015-03-06","CLE","@","ATL","L",1,"40:09",5,13,0.38,1,4,0.25,7,8,0.88,1,5,6,8,2,1,9,3,18,10.8,"Lebron James","Regular Season"
54,"2015-03-07","CLE","","PHO","W",1,"36:26",6,16,0.38,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,"Lebron James","Regular Season"
55,"2015-03-10","CLE","@","DAL","W",1,"28:58",10,14,0.71,4,6,0.67,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,"Lebron James","Regular Season"
56,"2015-03-12","CLE","@","SAS","W",1,"43:43",10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,"Lebron James","Regular Season"
57,"2015-03-15","CLE","@","ORL","W",1,"34:44",9,14,0.64,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,"Lebron James","Regular Season"
58,"2015-03-16","CLE","@","MIA","L",1,"35:16",8,19,0.42,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,"Lebron James","Regular Season"
59,"2015-03-18","CLE","","BRK","W",1,"34:35",5,13,0.38,2,4,0.5,4,6,0.67,1,2,3,7,1,0,2,1,16,12.9,"Lebron James","Regular Season"
60,"2015-03-20","CLE","","IND","W",1,"39:18",13,26,0.5,2,6,0.33,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,"Lebron James","Regular Season"
61,"2015-03-22","CLE","@","MIL","W",1,"39:28",10,17,0.59,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,"Lebron James","Regular Season"
62,"2015-03-25","CLE","@","MEM","W",1,"31:27",7,15,0.47,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,"Lebron James","Regular Season"
63,"2015-03-27","CLE","@","BRK","L",1,"38:28",8,15,0.53,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,"Lebron James","Regular Season"
64,"2015-03-29","CLE","","PHI","W",1,"37:53",8,24,0.33,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,"Lebron James","Regular Season"
65,"2015-04-02","CLE","","MIA","W",1,"35:27",9,16,0.56,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,"Lebron James","Regular Season"
66,"2015-04-05","CLE","","CHI","W",1,"36:31",8,17,0.47,1,3,0.33,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,"Lebron James","Regular Season"
67,"2015-04-08","CLE","@","MIL","W",1,"39:51",8,15,0.53,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,"Lebron James","Regular Season"
68,"2015-04-10","CLE","","BOS","L",1,"26:05",5,14,0.36,0,5,0,4,9,0.44,0,3,3,7,1,0,3,1,14,7.6,"Lebron James","Regular Season"
69,"2015-04-13","CLE","","DET","W",1,"32:14",7,17,0.41,3,4,0.75,4,6,0.67,3,7,10,11,2,1,1,0,21,24.7,"Lebron James","Regular Season"
1,"2015-10-27","CLE","@","CHI","L",1,"36:04",12,22,0.55,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5,"Lebron James","Regular Season"
2,"2015-10-28","CLE","@","MEM","W",1,"30:48",4,13,0.31,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,"Lebron James","Regular Season"
3,"2015-10-30","CLE","","MIA","W",1,"33:56",13,19,0.68,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,"Lebron James","Regular Season"
4,"2015-11-02","CLE","@","PHI","W",1,"33:20",9,19,0.47,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,"Lebron James","Regular Season"
5,"2015-11-04","CLE","","NYK","W",1,"35:04",9,23,0.39,1,5,0.2,4,7,0.57,2,3,5,3,4,1,3,1,23,15,"Lebron James","Regular Season"
6,"2015-11-06","CLE","","PHI","W",1,"36:20",12,22,0.55,3,5,0.6,4,6,0.67,0,4,4,13,2,0,2,1,31,29.5,"Lebron James","Regular Season"
7,"2015-11-08","CLE","","IND","W",1,"35:01",10,23,0.43,0,3,0,9,14,0.64,0,6,6,4,0,0,2,0,29,17.5,"Lebron James","Regular Season"
8,"2015-11-10","CLE","","UTA","W",1,"37:51",11,19,0.58,1,3,0.33,8,12,0.67,3,4,7,8,2,0,5,2,31,25.6,"Lebron James","Regular Season"
9,"2015-11-13","CLE","@","NYK","W",1,"39:23",12,21,0.57,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,"Lebron James","Regular Season"
10,"2015-11-14","CLE","@","MIL","L",1,"45:03",13,27,0.48,5,11,0.45,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,"Lebron James","Regular Season"
11,"2015-11-17","CLE","@","DET","L",1,"39:48",11,21,0.52,4,7,0.57,4,5,0.8,0,6,6,3,0,0,4,3,30,18,"Lebron James","Regular Season"
12,"2015-11-19","CLE","","MIL","W",1,"34:59",9,13,0.69,1,1,1,8,9,0.89,3,6,9,6,0,0,4,3,27,24,"Lebron James","Regular Season"
13,"2015-11-21","CLE","","ATL","W",1,"33:20",8,15,0.53,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,"Lebron James","Regular Season"
14,"2015-11-23","CLE","","ORL","W",1,"34:58",7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,"Lebron James","Regular Season"
15,"2015-11-25","CLE","@","TOR","L",1,"39:46",6,16,0.38,1,5,0.2,11,12,0.92,2,4,6,8,0,0,2,1,24,20.6,"Lebron James","Regular Season"
16,"2015-11-27","CLE","@","CHO","W",1,"38:13",8,20,0.4,2,5,0.4,7,9,0.78,2,11,13,5,0,0,3,2,25,17.8,"Lebron James","Regular Season"
17,"2015-11-28","CLE","","BRK","W",1,"35:43",10,22,0.45,1,6,0.17,5,6,0.83,2,7,9,5,1,0,2,0,26,20.2,"Lebron James","Regular Season"
18,"2015-12-01","CLE","","WAS","L",1,"37:23",8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,"Lebron James","Regular Season"
19,"2015-12-04","CLE","@","NOP","L",1,"44:47",13,29,0.45,1,5,0.2,10,11,0.91,2,5,7,8,1,1,5,4,37,25.1,"Lebron James","Regular Season"
20,"2015-12-08","CLE","","POR","W",1,"40:20",14,24,0.58,1,3,0.33,4,4,1,1,9,10,3,2,3,2,3,33,28.2,"Lebron James","Regular Season"
21,"2015-12-11","CLE","@","ORL","W",1,"29:25",10,15,0.67,0,1,0,5,8,0.62,0,3,3,8,4,0,4,0,25,23.8,"Lebron James","Regular Season"
22,"2015-12-15","CLE","@","BOS","W",1,"35:42",10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,"Lebron James","Regular Season"
23,"2015-12-17","CLE","","OKC","W",1,"39:37",12,27,0.44,2,5,0.4,7,8,0.88,2,7,9,11,2,0,7,2,33,23.9,"Lebron James","Regular Season"
24,"2015-12-20","CLE","","PHI","W",1,"25:19",10,17,0.59,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,"Lebron James","Regular Season"
25,"2015-12-23","CLE","","NYK","W",1,"37:43",9,22,0.41,0,3,0,6,7,0.86,1,8,9,5,0,0,1,2,24,16.6,"Lebron James","Regular Season"
26,"2015-12-25","CLE","@","GSW","L",1,"38:33",10,26,0.38,1,5,0.2,4,9,0.44,2,7,9,2,1,2,4,0,25,12.1,"Lebron James","Regular Season"
27,"2015-12-26","CLE","@","POR","L",1,"26:27",4,13,0.31,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,"Lebron James","Regular Season"
28,"2015-12-28","CLE","@","PHO","W",1,"35:23",4,10,0.4,1,5,0.2,5,9,0.56,0,4,4,7,2,1,2,3,14,12.6,"Lebron James","Regular Season"
29,"2015-12-29","CLE","@","DEN","W",1,"34:23",13,24,0.54,1,3,0.33,7,8,0.88,3,3,6,2,2,1,5,2,34,23.3,"Lebron James","Regular Season"
30,"2016-01-02","CLE","","ORL","W",1,"29:13",11,18,0.61,4,7,0.57,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,"Lebron James","Regular Season"
31,"2016-01-04","CLE","","TOR","W",1,"30:41",7,11,0.64,1,2,0.5,5,8,0.62,0,2,2,7,3,0,2,1,20,20,"Lebron James","Regular Season"
32,"2016-01-06","CLE","@","WAS","W",1,"39:42",12,22,0.55,4,9,0.44,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,"Lebron James","Regular Season"
33,"2016-01-08","CLE","@","MIN","W",1,"32:14",5,12,0.42,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,"Lebron James","Regular Season"
34,"2016-01-10","CLE","@","PHI","W",1,"37:00",15,22,0.68,3,5,0.6,4,6,0.67,0,7,7,9,2,0,2,1,37,34.8,"Lebron James","Regular Season"
35,"2016-01-12","CLE","@","DAL","W",1,"41:43",9,17,0.53,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,"Lebron James","Regular Season"
36,"2016-01-14","CLE","@","SAS","L",1,"37:20",9,17,0.53,1,3,0.33,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,"Lebron James","Regular Season"
37,"2016-01-15","CLE","@","HOU","W",1,"36:23",7,14,0.5,1,2,0.5,4,6,0.67,2,5,7,7,0,2,4,1,19,16,"Lebron James","Regular Season"
38,"2016-01-18","CLE","","GSW","L",1,"32:53",7,16,0.44,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,"Lebron James","Regular Season"
39,"2016-01-20","CLE","@","BRK","W",1,"29:03",7,12,0.58,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,"Lebron James","Regular Season"
40,"2016-01-21","CLE","","LAC","W",1,"35:11",9,17,0.53,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,"Lebron James","Regular Season"
41,"2016-01-23","CLE","","CHI","L",1,"39:44",11,27,0.41,0,5,0,4,7,0.57,3,10,13,9,2,1,1,3,26,22.2,"Lebron James","Regular Season"
42,"2016-01-25","CLE","","MIN","W",1,"38:01",11,15,0.73,1,1,1,2,3,0.67,0,4,4,9,1,1,5,2,25,21.9,"Lebron James","Regular Season"
43,"2016-01-27","CLE","","PHO","W",1,"31:01",7,8,0.88,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,"Lebron James","Regular Season"
44,"2016-01-29","CLE","@","DET","W",1,"35:48",7,16,0.44,0,2,0,6,7,0.86,1,8,9,8,1,0,1,3,20,18.7,"Lebron James","Regular Season"
45,"2016-01-30","CLE","","SAS","W",1,"34:09",10,17,0.59,0,2,0,9,11,0.82,1,4,5,7,2,2,2,2,29,27.7,"Lebron James","Regular Season"
46,"2016-02-01","CLE","@","IND","W",1,"43:35",9,22,0.41,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,"Lebron James","Regular Season"
47,"2016-02-03","CLE","@","CHO","L",1,"39:08",10,21,0.48,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,"Lebron James","Regular Season"
